"","x"
"160",11.09991156
"161",9.443314904
"162",6.412504658
"163",9.19243364
"164",13.96845684
"165",10.17267215
"166",8.336340284
"167",10.00432937
"168",11.66104161
"169",10.50293971
"170",9.238465858
"171",8.497057181
"172",7.080356205
"173",9.489103991
"174",9.95187748
"175",11.66451948
"176",7.872548927
"177",8.850557796
"178",9.152269977
"179",9.542741831
"180",7.575270606
"181",12.63077945
"182",10.41934304
"183",8.261792433
"184",7.683382915
"185",8.636128875
"186",8.989225667
"187",8.073053501
"188",7.511359961
"189",11.51494098
"190",10.53946305
"191",9.811765544
"192",9.221809115
"193",12.40518858
"194",9.962818918
"195",8.877671505
"196",8.553583543
"197",8.912776753
"198",13.55171647
"199",7.327392467
"200",7.469030264
"201",7.028036047
"202",8.096697714
"203",9.675353779
"204",9.798234084
"205",8.530900327
"206",9.832158252
"207",8.268871056
"208",10.04104903
"209",9.764153927
"210",9.614937117
"211",9.580388983
"212",8.609632095
"213",8.831600643
"214",10.1271558
"215",10.25507454
"216",9.995140945
"217",7.689471634
"218",8.102796753
"219",5.935071203
"220",10.24426473
"221",10.63653362
"222",12.24377861
"223",8.757747071
"224",8.6766203
"225",6.007969513
"226",10.71775922
"227",10.11699354
"228",7.572876391
"229",6.652242974
"230",7.4728248
"231",9.832796118
"232",8.756069401
"233",8.829228685
"234",10.79283873
"235",12.34023962
"236",6.593672749
"237",10.22603118
"238",9.054019963
"239",8.394545111
"240",10.75688869
"241",7.450849116
"242",9.836861179
"243",10.02983894
"244",10.25578955
"245",12.05374152
"246",10.1044376
"247",8.246891547
"248",9.365359143
"249",6.167485462
"250",8.786026032
"251",10.00465273
"252",9.363287693
"253",9.699213144
"254",10.30258659
"255",10.16005125
"256",2.431968477
"257",12.05761169
"258",12.04617911
"259",8.197637015
"260",10.15741787
"261",8.004538395
"262",8.525903821
"263",7.990075659
"264",10.25684797
"265",8.58222424
"266",10.65725625
"267",14.24332426
"268",13.26506572
"269",10.61471932
"270",5.853724519
"271",9.331723844
"272",8.556307115
"273",7.776785863
"274",9.580706911
"275",9.029132336
"276",10.01650553
"277",9.339790005
"278",8.309392749
"279",7.922649396
"280",7.824543254
"281",4.943013502
"282",10.73720987
"283",12.87242066
"284",8.88516855
"285",8.082251956
"286",12.79304855
"287",10.08371291
"288",13.49800977
"289",11.16796617
"290",7.614161226
"291",7.992435578
"292",8.532379088
"293",8.57218341
"294",10.99984267
"295",11.81213616
"296",7.859622822
"297",9.494245969
"298",11.80284346
"299",7.63419479
"300",11.01738731
"301",7.837316217
"302",7.811562509
"303",9.398986865
"304",10.57222191
"305",13.34123158
"306",11.15800147
"307",7.126128998
"308",10.14423524
"309",8.288773743
"310",8.496652897
"311",5.656225269
"312",7.577492867
"313",10.25736563
"314",8.944216024
"315",6.738918615
"316",10.69317907
"317",11.46724949
"318",11.95280505
"319",8.492794865
"320",10.91577583
"321",12.00363371
"322",12.15690402
"323",9.590320295
"324",12.44043865
"325",7.667656254
"326",10.05151157
"327",5.140337558
"328",10.82919976
"329",13.05194419
"330",10.05573629
"331",7.073768612
"332",7.399379143
"333",9.626225584
"334",10.14522132
"335",5.692595517
"336",8.743808924
"337",12.38258325
"338",10.1246211
"339",10.05783918
"340",8.70740998
"341",10.33671521
"342",11.45238484
"343",10.43442478
"344",12.7474279
"345",9.664719426
"346",11.54251838
"347",12.35065035
"348",11.42499115
"349",8.417314589
"350",11.47106193
"351",8.572959952
"352",9.425272267
"353",10.23973409
"354",10.81162184
"355",10.4459314
"356",8.343747371
"357",10.08065137
"358",8.176153949
"359",8.098730391
"360",12.68090789
"361",13.57661344
"362",8.63925807
"363",10.83090008
"364",10.05361137
"365",5.923776908
"366",5.529810386
"367",11.05606702
"368",11.31446809
"369",9.858583769
"370",7.595846797
"371",10.29736911
"372",12.1987716
"373",6.673399821
"374",9.799687176
"375",8.539718692
"376",8.750093341
"377",6.314147528
"378",8.535635631
"379",10.84273546
"380",6.735864149
"381",9.115496366
"382",5.268381817
"383",9.599182835
"384",8.67180339
"385",8.959731316
"386",10.17167479
"387",3.877761083
"388",10.7954319
"389",7.000494132
"390",9.289337302
"391",11.69611015
"392",10.57605675
"393",8.941654459
"394",11.74713407
"395",7.795867271
"396",16.05286869
"397",8.92632727
"398",10.27850503
"399",9.821685308
"400",11.795311
"401",7.712288871
"402",8.243110742
"403",10.16378547
"404",9.949119804
"405",10.90069485
"406",9.720749657
"407",10.30746934
"408",9.380089865
"409",8.337950464
"410",13.32491986
"411",8.58430487
"412",11.091501
"413",8.487715037
"414",10.91388312
"415",8.892312113
"416",7.434418596
"417",8.419615538
"418",10.21021013
"419",11.8735953
"420",7.073364607
"421",6.411153124
"422",5.188983
"423",8.333968438
"424",12.09492439
"425",10.57358445
"426",8.064810406
"427",11.41664749
"428",9.322577698
"429",8.295698789
"430",8.828792412
"431",9.545260306
"432",10.46122249
"433",9.462573387
"434",10.54831818
"435",11.91882808
"436",8.146849345
"437",8.103967196
"438",8.928675405
"439",7.075460296
"440",8.884073652
"441",8.979468494
"442",8.027285007
"443",8.436857313
"444",11.03983213
"445",8.26099746
"446",6.634531078
"447",9.761255998
"448",7.560346068
"449",5.520023691
"450",10.93975797
"451",11.96808886
"452",8.27208092
"453",10.04412977
"454",8.363255644
"455",11.91970898
"456",12.70903688
"457",7.638076668
"458",12.87940311
"459",10.82818164
"460",7.898070204
"461",11.8561711
"462",8.687727261
"463",11.04065033
"464",12.71761932
"465",8.970739834
"466",9.03387244
"467",8.135045098
"468",9.411385111
"469",11.29954687
"470",10.08057094
"471",7.652979665
"472",11.32104221
"473",7.472793002
"474",5.381086336
"475",7.29178763
"476",11.32860987
"477",11.91428506
"478",7.849858939
"479",9.549990639
"480",7.404404931
"481",7.99545092
"482",7.484648917
"483",8.659214665
"484",9.446453072
"485",8.484581099
"486",9.039903808
"487",10.0721895
"488",10.90802329
"489",9.245931897
"490",11.01088107
"491",6.635231731
"492",8.533619919
"493",10.23873048
"494",9.667569442
"495",8.144542105
"496",11.4834896
"497",7.671954179
"498",6.042698859
"499",4.843596495
"500",8.795849395
"501",11.08173857
"502",12.33336542
"503",9.213313073
"504",8.683818447
"505",8.831459549
"506",12.41751757
"507",6.968161377
"508",7.367657498
"509",5.95834875
"510",7.419098864
"511",9.953754861
"512",7.729903314
"513",5.96605248
"514",9.36220649
"515",12.5915693
"516",9.910663416
"517",10.35259974
"518",7.723469649
"519",9.332661368
"520",7.905713075
"521",8.665339911
"522",8.713335754
"523",9.382382457
"524",8.062679884
"525",3.117180085
"526",8.29336976
"527",9.098816013
"528",11.28230155
"529",5.801124203
"530",10.69908573
"531",9.842494233
"532",9.251962598
"533",7.719487332
"534",8.517091017
"535",9.103330549
"536",8.81373054
"537",9.167296246
"538",12.0066134
"539",10.94953086
"540",12.94633707
"541",11.09938514
"542",10.69184409
"543",8.150253284
"544",5.916880421
"545",9.331319636
"546",8.513981153
"547",9.568481509
"548",8.409340685
"549",10.95749833
"550",10.20301232
"551",12.40768324
"552",12.46908956
"553",11.52722596
"554",9.844965751
"555",6.997536683
"556",8.499511336
"557",9.036586637
"558",12.78076681
"559",11.57576446
"560",7.902131433
"561",10.30904325
"562",6.51758506
"563",12.8555666
"564",12.01969418
"565",9.455896272
"566",8.707996317
"567",9.697081908
"568",9.087773955
"569",9.863119091
"570",11.11573715
"571",7.095504161
"572",7.566838002
"573",9.34060871
"574",10.07357688
"575",9.949396511
"576",9.184357136
"577",9.428757775
"578",5.722981665
"579",12.24629489
"580",13.03617851
"581",5.779243179
"582",10.47001357
"583",9.895978118
"584",9.48833169
"585",5.909190329
"586",6.441402881
"587",9.594346313
"588",9.868497444
"589",12.05965113
"590",6.567068608
"591",10.27659119
"592",12.76807858
"593",9.372886053
"594",11.66393771
"595",7.475787198
"596",10.75627712
"597",9.049155247
"598",10.14972126
"599",13.31491364
"600",9.485650751
"601",6.954641158
"602",7.059504957
"603",7.518980075
"604",7.28182197
"605",12.77848591
"606",10.23031848
"607",10.32251261
"608",8.914396815
"609",10.86949689
"610",9.138022892
"611",8.963385111
"612",9.992210621
"613",9.466328464
"614",8.256264748
"615",8.075451476
"616",6.292740518
"617",7.358791226
"618",7.992817327
"619",10.81943756
"620",11.19665937
"621",6.395554784
"622",8.177195406
"623",5.709783716
"624",10.39938459
"625",6.95942283
"626",11.00045005
"627",7.63102462
"628",6.760816209
"629",7.035029194
"630",9.11808849
"631",8.127552896
"632",7.484325492
"633",9.194208622
"634",11.10837277
"635",8.684950622
"636",10.39385313
"637",8.37431765
"638",12.65308076
"639",8.236097291
"640",8.362393328
"641",5.879173514
"642",8.59230986
"643",10.37057162
"644",13.46699301
"645",9.597906071
"646",9.241622849
"647",9.708097611
"648",7.749233962
"649",9.654151828
"650",8.518558679
"651",8.316811512
"652",9.164135474
"653",10.14746553
"654",4.626449771
"655",12.89809535
"656",8.572682965
"657",8.331839943
"658",12.21712882
"659",11.07832603
"660",8.814388002
"661",12.15690402
"662",8.71091814
"663",7.140255982
"664",10.39814306
"665",10.92381148
"666",10.13454459
"667",12.43187353
"668",9.541141653
"669",10.97752379
"670",9.009311045
"671",9.879247338
"672",8.582808593
"673",9.179101509
"674",7.595574444
"675",7.690711473
"676",12.21328529
"677",10.07290947
"678",7.997132824
"679",6.405108824
"680",9.452428524
"681",6.239045573
"682",7.409676055
"683",8.970754504
"684",8.962535597
"685",12.74743755
"686",9.834359384
"687",10.4025585
"688",10.71308511
"689",13.2612941
"690",11.52821259
"691",9.866210525
"692",9.130079152
"693",5.889810645
"694",8.117050185
"695",10.29891955
"696",7.983960822
"697",6.971856162
"698",6.916201841
"699",7.524142212
"700",9.029805102
"701",7.1644091
"702",9.419419446
"703",11.20168909
"704",8.462050694
"705",12.08646051
"706",10.39465459
"707",10.34351197
"708",11.12047937
"709",11.99949018
"710",9.762937215
"711",7.376360668
"712",11.88277477
"713",8.718767517
"714",7.469606393
"715",7.003015735
"716",11.67047989
"717",10.1777347
"718",7.769058319
"719",8.517563565
"720",11.32135899
"721",7.757897344
"722",9.899754733
"723",8.923818815
"724",7.341931166
"725",9.315769613
"726",7.14775497
"727",6.913768825
"728",7.792641191
"729",7.765337926
"730",11.37782903
"731",14.03194852
"732",11.84963606
"733",9.847228931
"734",13.71717505
"735",8.136298278
"736",9.779482548
"737",8.254239126
"738",10.56882975
"739",10.51205876
"740",9.311180858
"741",10.50613394
"742",8.942932229
"743",11.39181414
"744",11.06136075
"745",7.712206151
"746",11.43309501
"747",10.43209482
"748",7.126506856
"749",7.530189243
"750",3.949085784
"751",6.5513481
"752",10.48215882
"753",6.267216792
"754",5.106040912
"755",8.810854235
"756",9.964342383
"757",7.575801283
"758",12.56035914
"759",8.960176745
"760",10.25919174
"761",7.675109832
"762",13.04790048
"763",7.125510643
"764",4.733155724
"765",11.798114
"766",10.42916303
"767",9.031686259
"768",11.01661316
"769",8.133901024
"770",8.60837523
"771",8.935874374
"772",9.35313701
"773",7.877273203
"774",7.763289643
"775",10.05512277
"776",12.60467705
"777",11.54300858
"778",11.67412209
"779",11.57661807
"780",9.776497983
"781",9.352523353
"782",11.5954478
"783",8.699242109
"784",8.630436051
"785",12.33111112
"786",11.67316393
"787",7.033725276
"788",14.35838048
"789",8.96782414
"790",9.044789132
"791",10.0275271
"792",11.18155133
"793",7.606611715
"794",8.779699548
"795",7.33612761
"796",9.554359188
"797",13.15058737
"798",11.93972914
"799",7.625690371
"800",11.80308209
"801",11.08101772
"802",10.31393267
"803",7.945759389
"804",14.04517148
"805",10.60576844
"806",13.23538804
"807",7.649988975
"808",9.38258361
"809",9.986033426
"810",13.18433325
"811",11.74363559
"812",8.224337576
"813",7.623920156
"814",8.771214753
"815",8.107886977
"816",10.82923045
"817",9.227776437
"818",12.7817422
"819",9.191829031
"820",10.50739659
"821",10.5122287
"822",9.773253327
"823",7.601766146
"824",7.118232451
"825",12.5984964
"826",11.43821021
"827",12.30413448
"828",10.62085151
"829",10.5044197
"830",6.251046896
"831",8.237430938
"832",8.982079232
"833",9.222047587
"834",9.49324608
"835",12.41373655
"836",9.269277224
"837",10.05743151
"838",5.911147132
"839",6.061087041
"840",9.383932553
"841",7.639232646
"842",6.290736798
"843",9.539087648
"844",7.684092369
"845",10.78349871
"846",8.708291145
"847",9.147232132
"848",10.67812621
"849",7.611402253
"850",7.028613672
"851",9.691310215
"852",9.687393675
"853",9.315569884
"854",9.224881727
"855",6.694032841
"856",6.64044878
"857",9.516854401
"858",11.15641078
"859",8.080730278
"860",10.64297994
"861",8.640083423
"862",6.470866626
"863",7.154465979
"864",7.113896224
"865",7.670440384
"866",9.046412561
"867",9.181116906
"868",11.16103278
"869",7.682639544
"870",7.532615498
"871",7.618829406
"872",8.569954115
"873",7.266598133
"874",11.16344798
"875",10.01103253
"876",9.544674517
"877",9.631950005
"878",6.804684766
"879",8.282099615
"880",8.023703923
"881",8.037420619
"882",7.787601698
"883",10.43892673
"884",10.87880879
"885",13.02386227
"886",7.98337337
"887",10.50145653
"888",8.686542083
"889",10.00661585
"890",9.393961089
"891",9.090258638
"892",9.590133623
"893",9.242806735
"894",10.52003398
"895",6.562173454
"896",5.612841746
"897",10.14071951
"898",7.682892147
"899",9.053433161
"900",11.42262165
"901",7.995845901
"902",11.77495487
"903",9.561223706
"904",11.51523255
"905",10.23268919
"906",9.775346727
"907",11.15687519
"908",6.540257729
"909",12.83310324
"910",8.723916272
"911",12.00754629
"912",13.1475156
"913",12.7273231
"914",11.35082079
"915",10.83515777
"916",9.50815741
"917",7.133516495
"918",9.276186515
"919",11.93585189
"920",9.155623004
"921",5.807395001
"922",13.25871925
"923",13.84887025
"924",10.9650322
"925",7.751778686
"926",9.778804134
"927",11.77377634
"928",9.356173685
"929",10.4588716
"930",11.46019162
"931",9.033656939
"932",7.130792135
"933",7.457913936
"934",9.85508339
"935",7.413957382
"936",8.972647131
"937",13.65127912
"938",9.731483782
"939",10.00938216
"940",8.212351891
"941",9.467662445
"942",10.42438722
"943",10.36254081
"944",8.175853233
"945",8.016532309
"946",7.842615484
"947",8.354925825
"948",5.756758912
"949",8.233007465
"950",10.95065
"951",10.61277983
"952",11.0588629
"953",10.62047219
"954",12.63741371
"955",11.58017534
"956",7.474517174
"957",11.8450052
"958",8.93158899
"959",8.347336208
"960",12.16025132
"961",8.870994372
"962",8.699388225
"963",8.808614502
"964",7.657575053
"965",7.241994667
"966",11.76122293
"967",9.0993476
"968",7.097781814
"969",10.30117415
"970",7.886897782
"971",6.272174801
"972",9.262092938
"973",6.892945065
"974",9.316093887
"975",7.204652243
"976",10.27791245
"977",10.45171327
"978",6.863270033
"979",10.90755903
"980",6.401258665
"981",6.317646184
"982",11.14911547
"983",8.642433482
"984",10.08756652
"985",13.42049187
"986",9.827648158
"987",7.755735902
"988",8.415561041
"989",8.606276283
"990",12.59266189
"991",10.89114039
"992",6.622703021
"993",7.175453011
"994",5.912025139
"995",12.74671782
"996",12.23762238
"997",8.042661303
"998",9.615527185
"999",7.378089454
"1000",8.496658308
"1001",7.699623729
"1002",7.109268125
"1003",10.57117654
"1004",9.96302691
"1005",11.70107462
"1006",8.899961181
"1007",9.135531155
"1008",7.958205572
"1009",6.957618264
"1010",9.424849499
"1011",7.763443666
"1012",9.453384499
"1013",10.55125233
"1014",5.853100291
"1015",11.39168882
"1016",8.005845495
"1017",9.317380792
"1018",9.180627135
"1019",6.68849316
"1020",6.606019499
"1021",5.77029523
"1022",10.27992152
"1023",7.407878513
"1024",10.59066518
"1025",5.44035782
"1026",10.62542602
"1027",8.629555672
"1028",12.86409643
"1029",11.17012478
"1030",11.80589405
"1031",7.759017178
"1032",8.726939304
"1033",8.946973601
"1034",13.53072667
"1035",9.716987283
"1036",7.20612373
"1037",9.835581479
"1038",10.68365023
"1039",11.5109067
"1040",8.761828489
"1041",12.76540885
"1042",8.829286263
"1043",10.38185203
"1044",6.878766664
"1045",15.27719124
"1046",10.08246788
"1047",6.69086166
"1048",11.22846162
"1049",8.238158307
"1050",11.87802704
"1051",5.497083161
"1052",7.514294692
"1053",9.257446461
"1054",8.453138701
"1055",9.000252759
"1056",6.911841293
"1057",9.19363899
"1058",7.254335191
"1059",7.930003738
"1060",12.25574604
"1061",8.20796342
"1062",10.48847155
"1063",5.112488348
"1064",8.624029055
"1065",10.04145688
"1066",10.14747121
"1067",8.623259438
"1068",7.74928933
"1069",8.573485488
"1070",8.666302501
"1071",10.1691927
"1072",10.87747544
"1073",13.52286832
"1074",10.14827176
"1075",11.39168882
"1076",7.63919214
"1077",9.278566016
"1078",11.4832032
"1079",9.055547424
"1080",10.1397778
"1081",9.829134707
"1082",9.623084523
"1083",13.13246991
"1084",7.569237943
"1085",6.300485414
"1086",13.52715475
"1087",11.47293611
"1088",9.297542773
"1089",11.24845792
"1090",8.700419313
"1091",9.811433445
"1092",8.601689788
"1093",9.762502937
"1094",7.320053737
"1095",8.505110888
"1096",8.25790958
"1097",8.404010923
"1098",12.07643607
"1099",12.76676891
"1100",9.300159548
"1101",9.823023324
"1102",7.893861231
"1103",13.83549194
"1104",11.63205857
"1105",12.15957865
"1106",7.154974675
"1107",12.94210489
"1108",12.42788149
"1109",9.51952562
"1110",7.715924463
"1111",9.827596815
"1112",10.54934679
"1113",11.0912555
"1114",11.4518611
"1115",7.862162963
"1116",9.732929796
"1117",7.988099248
"1118",11.89082967
"1119",8.691759732
"1120",5.762984795
"1121",8.39733507
"1122",6.924596423
"1123",10.64254665
"1124",6.849514577
"1125",9.393929946
"1126",8.284022995
"1127",10.60628598
"1128",15.80967022
"1129",9.409844304
"1130",5.221279039
"1131",8.338018203
"1132",9.077986075
"1133",8.349193605
"1134",9.191132691
"1135",6.902935813
"1136",9.030223787
"1137",9.375331962
"1138",14.88879652
"1139",10.56790765
"1140",5.334588639
"1141",7.571486043
"1142",12.3921905
"1143",8.386437547
"1144",11.53204854
"1145",12.48577053
"1146",10.62011023
"1147",9.719045358
"1148",8.985410615
"1149",10.87113133
"1150",8.965348791
"1151",9.645521781
"1152",8.310605346
"1153",11.9529843
"1154",10.05764517
"1155",12.0782206
"1156",8.194028053
"1157",10.8636275
"1158",7.591721439
"1159",8.562363249
"1160",7.172534489
"1161",12.03722015
"1162",11.25895319
"1163",12.06261905
"1164",14.36227698
"1165",9.125887645
"1166",10.03035837
"1167",8.834322646
"1168",7.890192268
"1169",9.745941533
"1170",11.9514528
"1171",6.967504995
"1172",9.765256655
"1173",5.497429995
"1174",8.293686672
"1175",7.520437489
"1176",5.092633791
"1177",10.43395174
"1178",8.42844191
"1179",6.78608357
"1180",12.84477949
"1181",9.439166664
"1182",7.336539762
"1183",11.00055001
"1184",9.772038155
"1185",10.50249224
"1186",11.1313885
"1187",9.413588392
"1188",8.905668337
"1189",10.7524894
"1190",8.634908401
"1191",11.14626978
"1192",8.964433103
"1193",9.347668345
"1194",10.72069964
"1195",11.23207314
"1196",10.09422176
"1197",10.83738379
"1198",7.010432319
"1199",10.7205511
"1200",10.64892655
"1201",7.503749416
"1202",9.545454505
"1203",6.972260483
"1204",9.057125716
"1205",10.63678084
"1206",9.015838199
"1207",11.70779005
"1208",6.60318177
"1209",7.031026885
"1210",11.52893389
"1211",12.64438918
"1212",11.60819284
"1213",10.95433781
"1214",13.56909703
"1215",9.310888384
"1216",10.10759586
"1217",7.886375166
"1218",9.869122671
"1219",7.799711022
"1220",13.05463322
"1221",7.693533565
"1222",6.143902562
"1223",9.867887657
"1224",10.7320271
"1225",13.7441577
"1226",10.34926261
"1227",9.049478307
"1228",11.56727531
"1229",7.813829189
"1230",9.31176188
"1231",8.434730751
"1232",12.56983655
"1233",10.16515245
"1234",10.56917103
"1235",10.41093728
"1236",11.51067485
"1237",8.248576547
"1238",9.639780597
"1239",8.261764107
"1240",10.72154384
"1241",7.053312815
"1242",11.01746958
"1243",9.339025478
"1244",7.989626557
"1245",12.12134605
"1246",9.500152295
"1247",9.993059437
"1248",8.144577425
"1249",5.70114316
"1250",8.427143117
"1251",11.68856404
"1252",9.968779687
"1253",9.429707983
"1254",7.098547325
"1255",8.318773361
"1256",9.611011709
"1257",8.611502319
"1258",11.42944787
"1259",8.345024396
"1260",9.850605954
"1261",8.879180839
"1262",6.411624031
"1263",4.545283044
"1264",8.329393906
"1265",10.97653253
"1266",13.06266543
"1267",7.585977571
"1268",10.79689677
"1269",6.788926506
"1270",7.556745849
"1271",12.61482684
"1272",7.026793929
"1273",12.47533095
"1274",7.927336493
"1275",9.597773417
"1276",11.30708205
"1277",9.770186553
"1278",12.14152524
"1279",8.169263723
"1280",8.106901476
"1281",10.39159783
"1282",5.418187013
"1283",9.269345213
"1284",10.36176773
"1285",9.870937844
"1286",9.884418468
"1287",6.802288994
"1288",10.95492097
"1289",10.72833104
"1290",10.4007864
"1291",8.240260653
"1292",6.341067833
"1293",11.68261328
"1294",8.791115646
"1295",11.08302386
"1296",6.213073399
"1297",7.331970717
"1298",9.798785426
"1299",7.368492633
"1300",9.824013863
"1301",6.593001632
"1302",8.549525196
"1303",8.070664655
"1304",12.94534675
"1305",9.813790532
"1306",11.12423825
"1307",6.996135102
"1308",10.38998161
"1309",8.850767788
"1310",5.896657153
"1311",12.27914076
"1312",8.887827089
"1313",9.132022486
"1314",9.68224294
"1315",11.89368524
"1316",10.16609246
"1317",8.71815459
"1318",5.831534631
"1319",10.46249701
"1320",8.93421273
"1321",7.7328199
"1322",8.099817444
"1323",9.728266892
"1324",9.769316138
"1325",9.72331085
"1326",8.019641113
"1327",8.983187301
"1328",8.227449345
"1329",7.397941947
"1330",11.66905539
"1331",8.766852878
"1332",7.694034305
"1333",7.62339645
"1334",8.695223645
"1335",9.51498742
"1336",8.730021795
"1337",10.56229089
"1338",8.904863632
"1339",10.14483203
"1340",7.696239019
"1341",9.311219337
"1342",11.35927808
"1343",6.021259572
"1344",7.96907599
"1345",10.39092014
"1346",13.91759543
"1347",9.210491154
"1348",12.44213286
"1349",11.51537574
"1350",9.005443978
"1351",10.86593496
"1352",8.89150541
"1353",7.458643077
"1354",10.16392039
"1355",11.61380158
"1356",12.98836004
"1357",7.092743737
"1358",10.67043332
"1359",7.982270403
"1360",9.924884957
"1361",9.233638361
"1362",8.706543749
"1363",9.845341106
"1364",7.009504274
"1365",9.428099743
"1366",7.475398574
"1367",9.063024437
"1368",7.78717253
"1369",13.11162681
"1370",9.190126224
"1371",7.416003999
"1372",9.745810138
"1373",8.150387836
"1374",10.83340636
"1375",10.31200171
"1376",7.797284095
"1377",10.42387377
"1378",12.14670248
"1379",10.33422412
"1380",7.079866973
"1381",10.29349776
"1382",10.51040205
"1383",9.23744644
"1384",6.952812752
"1385",12.34777411
"1386",11.02074823
"1387",5.151257736
"1388",10.35243833
"1389",11.53196274
"1390",12.14605096
"1391",13.03707822
"1392",8.75126046
"1393",12.6104226
"1394",10.80048123
"1395",11.64896474
"1396",13.03874535
"1397",10.54125628
"1398",2.773404962
"1399",8.354879743
"1400",13.40747732
"1401",10.9799469
"1402",7.645308668
"1403",7.748786531
"1404",9.416740366
"1405",11.82757809
"1406",9.14939752
"1407",9.504027029
"1408",6.038947001
"1409",10.78819143
"1410",5.489354216
"1411",7.917374769
"1412",8.111607488
"1413",8.028765003
"1414",8.73867611
"1415",10.70629456
"1416",10.77635124
"1417",9.179649366
"1418",9.556011279
"1419",9.673571354
"1420",7.857945777
"1421",7.266063237
"1422",14.21088206
"1423",9.782924541
"1424",14.21971126
"1425",10.07883617
"1426",7.781981429
"1427",11.30423327
"1428",10.45645757
"1429",15.84565298
"1430",9.719351173
"1431",12.82656793
"1432",11.15118528
"1433",5.107112931
"1434",11.7368638
"1435",8.452282527
"1436",10.57962555
"1437",8.345542562
"1438",10.45548507
"1439",6.221637376
"1440",10.62032943
"1441",11.67030556
"1442",9.12627984
"1443",7.773979014
"1444",11.41528561
"1445",9.698001545
"1446",9.091676976
"1447",7.010747893
"1448",9.94730682
"1449",9.08588921
"1450",10.21910143
"1451",10.52245792
"1452",7.487986696
"1453",12.05369807
"1454",11.31074078
"1455",9.300593127
"1456",10.42927638
"1457",7.519211878
"1458",4.630137039
"1459",7.864451963
"1460",9.826998563
"1461",11.81065971
"1462",10.03870142
"1463",10.29227224
"1464",9.736879956
"1465",11.52672298
"1466",5.337817325
"1467",10.65556257
"1468",12.01722681
"1469",8.718621155
"1470",13.20921824
"1471",10.26275643
"1472",10.59033384
"1473",11.28734339
"1474",8.157310493
"1475",9.269522626
"1476",8.569134104
"1477",11.70216116
"1478",10.99698447
"1479",8.493363423
"1480",12.54082869
"1481",8.82474565
"1482",10.12961578
"1483",9.253516354
"1484",6.977279571
"1485",6.990515412
"1486",8.994180321
"1487",9.6030552
"1488",10.28009946
"1489",7.948466485
"1490",10.64084889
"1491",9.576274614
"1492",9.026193608
"1493",7.674180303
"1494",8.641636108
"1495",6.695395612
"1496",9.344614227
"1497",8.100741999
"1498",11.74326308
"1499",9.502979986
